name,line,time,transfer,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
A02_t0_1_a,A02,t0,0,11,11,12,0.06,0.05,0.09,253.3
A02_t0_1_b,A02,t0,0,11,11,12,0.05,0.05,0.09,227.8
A02_t0_10_a,A02,t0,0,11,12,13,0.1,0.09,0.13,257.6
A02_t0_10_b,A02,t0,0,11,12,13,0.16,0.13,0.16,233.6
A02_t0_11_a,A02,t0,0,11,11,12,0.05,0.04,0.08,286
A02_t0_11_b,A02,t0,0,11,11,12,0.06,0.06,0.09,282.9
A02_t0_12_a,A02,t0,0,10,11,12,0.06,0.09,0.13,266.9
A02_t0_12_b,A02,t0,0,10,11,12,0.05,0.08,0.14,282.4
A02_t0_2_a,A02,t0,0,11,12,12,0.06,0.1,0.09,200.5
A02_t0_2_b,A02,t0,0,11,11,12,0.07,0.07,0.11,178.5
A02_t0_3_a,A02,t0,0,11,12,13,0.1,0.1,0.14,205.6
A02_t0_3_b,A02,t0,0,10,11,12,0.52,0.26,0.24,249.4
A02_t0_4_a,A02,t0,0,11,12,13,0.04,0.07,0.11,247.1
A02_t0_4_b,A02,t0,0,11,12,12,0.17,0.13,0.12,265.3
A02_t0_5_a,A02,t0,0,11,12,13,0.04,0.07,0.12,265.1
A02_t0_5_b,A02,t0,0,11,12,13,0.08,0.09,0.13,233.7
A02_t0_6_a,A02,t0,0,12,12,13,0.05,0.05,0.1,191.9
A02_t0_6_b,A02,t0,0,11,12,13,0.03,0.05,0.1,252.3
A02_t0_7_a,A02,t0,0,11,12,12,0.05,0.09,0.08,189.1
A02_t0_7_b,A02,t0,0,11,11,12,0.05,0.05,0.09,276.2
A02_t0_8_a,A02,t0,0,11,11,12,0.05,0.05,0.09,240.9
A02_t0_8_b,A02,t0,0,11,11,12,0.05,0.05,0.09,270.9
A02_t0_9_a,A02,t0,0,11,12,12,0.04,0.08,0.07,224
A02_t0_9_b,A02,t0,0,10,11,12,0.24,0.14,0.16,265.5
A02_t5_1_a_24,A02,t5,24,12,13,14,0.05,0.08,0.12,239.1
A02_t5_1_a_72,A02,t5,72,12,13,13,0.04,0.07,0.07,141.3
A02_t5_1_b_24,A02,t5,24,11,12,13,0.3,0.16,0.16,190.3
A02_t5_1_b_72,A02,t5,72,11,12,13,0.04,0.06,0.1,230.7
A02_t5_10_a_24,A02,t5,24,11,12,14,0.55,0.27,0.21,195.5
A02_t5_10_a_72,A02,t5,72,11,13,13,0.59,0.23,0.21,207.7
A02_t5_10_b_24,A02,t5,24,11,12,13,0.05,0.06,0.1,236.8
A02_t5_10_b_72,A02,t5,72,12,12,13,0.06,0.05,0.08,187.5
A02_t5_11_a_24,A02,t5,24,12,12,13,0.04,0.04,0.08,221
A02_t5_11_a_72,A02,t5,72,13,14,15,0.24,0.17,0.17,136.1
A02_t5_11_b_24,A02,t5,24,12,13,14,0.03,0.06,0.11,258.5
A02_t5_11_b_72,A02,t5,72,13,14,15,0.03,0.05,0.08,135
A02_t5_12_a_24,A02,t5,24,12,12,13,0.05,0.05,0.08,191.4
A02_t5_12_a_72,A02,t5,72,13,14,15,0.04,0.07,0.11,188.8
A02_t5_12_b_24,A02,t5,24,12,13,13,0.05,0.08,0.08,158.5
A02_t5_12_b_72,A02,t5,72,12,13,14,0.04,0.07,0.11,192.4
A02_t5_2_a_24,A02,t5,24,11,12,12,0.05,0.08,0.08,292.8
A02_t5_2_a_72,A02,t5,72,12,13,14,0.03,0.06,0.1,177.3
A02_t5_2_b_24,A02,t5,24,11,12,13,0.05,0.09,0.14,274.3
A02_t5_2_b_72,A02,t5,72,12,13,14,0.04,0.07,0.12,236.6
A02_t5_3_a_24,A02,t5,24,11,12,13,0.33,0.18,0.18,220.6
A02_t5_3_a_72,A02,t5,72,12,12,13,0.05,0.05,0.09,255.1
A02_t5_3_b_24,A02,t5,24,11,12,13,0.2,0.12,0.13,218.3
A02_t5_3_b_72,A02,t5,72,12,13,13,0.03,0.07,0.06,192.9
A02_t5_4_a_24,A02,t5,24,12,12,13,0.05,0.04,0.08,292.7
A02_t5_4_a_72,A02,t5,72,12,13,13,0.04,0.07,0.07,277.3
A02_t5_4_b_24,A02,t5,24,11,12,13,0.32,0.16,0.16,249.7
A02_t5_4_b_72,A02,t5,72,11,12,13,0.03,0.06,0.11,222.1
A02_t5_5_a_24,A02,t5,24,12,12,13,0.05,0.05,0.07,201.4
A02_t5_5_a_72,A02,t5,72,12,13,13,0.05,0.07,0.07,138.3
A02_t5_5_b_24,A02,t5,24,12,13,14,0.12,0.1,0.13,211.4
A02_t5_5_b_72,A02,t5,72,11,12,13,0.03,0.06,0.1,275.2
A02_t5_6_a_24,A02,t5,24,11,12,13,0.05,0.08,0.13,263.8
A02_t5_6_a_72,A02,t5,72,12,13,14,0.04,0.04,0.08,230.9
A02_t5_6_b_24,A02,t5,24,12,13,14,0.02,0.05,0.09,242.6
A02_t5_6_b_72,A02,t5,72,12,13,14,0.06,0.08,0.12,222.3
A02_t5_7_a_24,A02,t5,24,12,12,13,0.06,0.06,0.09,204.9
A02_t5_7_a_72,A02,t5,72,12,13,14,0.03,0.05,0.08,212
A02_t5_7_b_24,A02,t5,24,11,12,13,0.04,0.07,0.11,275.6
A02_t5_7_b_72,A02,t5,72,13,13,14,0.05,0.04,0.07,200.3
A02_t5_8_a_24,A02,t5,24,11,12,13,0.05,0.08,0.12,278.6
A02_t5_8_a_72,A02,t5,72,12,13,13,0.09,0.1,0.09,225.1
A02_t5_8_b_24,A02,t5,24,11,12,13,0.12,0.12,0.16,218.5
A02_t5_8_b_72,A02,t5,72,12,13,14,0.04,0.07,0.12,219.7
A02_t5_9_a_24,A02,t5,24,11,12,13,0.14,0.11,0.14,188.8
A02_t5_9_a_72,A02,t5,72,13,14,15,0.03,0.06,0.11,281.3
A02_t5_9_b_24,A02,t5,24,12,12,13,0.07,0.07,0.1,159.7
A02_t5_9_b_72,A02,t5,72,12,12,13,0.06,0.06,0.1,166.7
A03_t0_1_a,A03,t0,0,6,10,12,0.07,0.29,0.28,135.2
A03_t0_1_b,A03,t0,0,7,10,12,0.14,0.29,0.28,148.6
A03_t0_10_a,A03,t0,0,6,10,11,0.14,0.34,0.29,140.1
A03_t0_10_b,A03,t0,0,6,10,12,0.1,0.31,0.31,133.9
A03_t0_11_a,A03,t0,0,6,10,11,0.16,0.34,0.29,127
A03_t0_11_b,A03,t0,0,7,11,12,0.22,0.26,0.23,120.4
A03_t0_12_a,A03,t0,0,8,11,12,0.14,0.2,0.2,155
A03_t0_12_b,A03,t0,0,6,9,11,0.1,0.27,0.29,141.3
A03_t0_2_a,A03,t0,0,7,11,12,0.14,0.28,0.25,138.3
A03_t0_2_b,A03,t0,0,8,11,13,0.14,0.25,0.24,134.7
A03_t0_3_a,A03,t0,0,7,11,12,0.11,0.23,0.22,133.5
A03_t0_3_b,A03,t0,0,8,11,12,0.1,0.21,0.2,182.4
A03_t0_4_a,A03,t0,0,6,10,12,0.07,0.31,0.28,142.9
A03_t0_4_b,A03,t0,0,7,10,12,0.1,0.27,0.27,158.4
A03_t0_5_a,A03,t0,0,6,10,12,0.09,0.32,0.3,137.3
A03_t0_5_b,A03,t0,0,7,9,11,0.23,0.22,0.29,152.5
A03_t0_6_a,A03,t0,0,7,11,12,0.18,0.26,0.25,140.3
A03_t0_6_b,A03,t0,0,6,8,10,0.38,0.29,0.33,117.8
A03_t0_7_a,A03,t0,0,6,10,11,0.2,0.34,0.28,123.5
A03_t0_7_b,A03,t0,0,6,8,10,0.32,0.28,0.32,117.1
A03_t0_8_a,A03,t0,0,7,11,12,0.11,0.26,0.25,155.1
A03_t0_8_b,A03,t0,0,7,10,12,0.1,0.28,0.27,141.2
A03_t0_9_a,A03,t0,0,5,7,11,0.16,0.27,0.39,106.3
A03_t0_9_b,A03,t0,0,6,8,11,0.14,0.28,0.34,125.4
A03_t5_1_a_24,A03,t5,24,9,11,12,0.21,0.19,0.17,154.6
A03_t5_1_a_72,A03,t5,72,7,11,12,0.21,0.27,0.24,128.9
A03_t5_1_b_24,A03,t5,24,7,11,12,0.08,0.26,0.24,163.1
A03_t5_1_b_72,A03,t5,72,6,9,12,0.1,0.27,0.31,150.3
A03_t5_10_a_24,A03,t5,24,7,11,12,0.1,0.28,0.26,135
A03_t5_10_a_72,A03,t5,72,7,8,12,0.1,0.14,0.31,148.6
A03_t5_10_b_24,A03,t5,24,8,11,12,0.07,0.18,0.18,199.8
A03_t5_10_b_72,A03,t5,72,8,11,13,0.07,0.21,0.23,168
A03_t5_11_a_24,A03,t5,24,7,11,12,0.24,0.29,0.23,126.1
A03_t5_11_a_72,A03,t5,72,7,10,12,0.12,0.28,0.28,142.3
A03_t5_11_b_24,A03,t5,24,8,9,11,0.22,0.19,0.25,143.9
A03_t5_11_b_72,A03,t5,72,8,10,12,0.13,0.21,0.22,188.8
A03_t5_12_a_24,A03,t5,24,9,12,13,0.13,0.18,0.19,170.6
A03_t5_12_a_72,A03,t5,72,7,10,12,0.1,0.25,0.25,173
A03_t5_12_b_24,A03,t5,24,10,11,13,0.14,0.13,0.16,180.9
A03_t5_12_b_72,A03,t5,72,7,10,11,0.08,0.23,0.21,197.3
A03_t5_2_a_24,A03,t5,24,6,7,11,0.29,0.25,0.39,139.2
A03_t5_2_a_72,A03,t5,72,6,9,12,0.09,0.26,0.31,150.4
A03_t5_2_b_24,A03,t5,24,9,11,12,0.12,0.14,0.15,194.9
A03_t5_2_b_72,A03,t5,72,8,11,12,0.14,0.24,0.21,168.9
A03_t5_3_a_24,A03,t5,24,9,11,12,0.16,0.15,0.16,171.7
A03_t5_3_a_72,A03,t5,72,10,12,13,0.27,0.18,0.18,147.5
A03_t5_3_b_24,A03,t5,24,10,11,12,0.17,0.15,0.14,183.8
A03_t5_3_b_72,A03,t5,72,9,12,12,0.31,0.2,0.19,158.7
A03_t5_4_a_24,A03,t5,24,10,12,13,0.15,0.16,0.16,173.6
A03_t5_4_a_72,A03,t5,72,8,9,11,0.14,0.15,0.22,163.6
A03_t5_4_b_24,A03,t5,24,9,11,12,0.11,0.14,0.15,161.9
A03_t5_4_b_72,A03,t5,72,8,10,12,0.08,0.14,0.22,149.4
A03_t5_5_a_24,A03,t5,24,8,11,12,0.11,0.2,0.18,173.4
A03_t5_5_a_72,A03,t5,72,7,11,12,0.12,0.31,0.27,141.9
A03_t5_5_b_24,A03,t5,24,9,12,13,0.14,0.16,0.19,172.4
A03_t5_5_b_72,A03,t5,72,8,10,12,0.07,0.16,0.24,171.8
A03_t5_6_a_24,A03,t5,24,7,11,12,0.08,0.22,0.22,160.1
A03_t5_6_a_72,A03,t5,72,5,9,12,0.19,0.37,0.35,134.7
A03_t5_6_b_24,A03,t5,24,7,10,11,0.08,0.21,0.2,166.2
A03_t5_6_b_72,A03,t5,72,7,10,12,0.23,0.29,0.24,146.1
A03_t5_7_a_24,A03,t5,24,10,11,12,0.23,0.17,0.16,169.1
A03_t5_7_a_72,A03,t5,72,6,8,11,0.24,0.22,0.34,132.9
A03_t5_7_b_24,A03,t5,24,8,10,12,0.06,0.17,0.2,194.6
A03_t5_7_b_72,A03,t5,72,7,9,11,0.1,0.21,0.25,175.4
A03_t5_8_a_24,A03,t5,24,6,10,11,0.06,0.28,0.25,166.6
A03_t5_8_a_72,A03,t5,72,7,9,12,0.13,0.25,0.3,159
A03_t5_8_b_24,A03,t5,24,9,11,12,0.18,0.16,0.16,164.5
A03_t5_8_b_72,A03,t5,72,7,11,12,0.06,0.24,0.22,169.9
A03_t5_9_a_24,A03,t5,24,6,9,12,0.13,0.29,0.31,118.9
A03_t5_9_a_72,A03,t5,72,6,8,12,0.17,0.29,0.37,128.9
A03_t5_9_b_24,A03,t5,24,8,10,11,0.29,0.24,0.25,174.3
A03_t5_9_b_72,A03,t5,72,6,9,11,0.08,0.28,0.28,136.7
A04_t0_1_a,A04,t0,0,11,12,12,0.03,0.07,0.06,296.9
A04_t0_1_b,A04,t0,0,12,12,13,0.05,0.05,0.09,276.4
A04_t0_10_a,A04,t0,0,11,12,12,0.04,0.08,0.08,258.3
A04_t0_10_b,A04,t0,0,11,12,13,0.03,0.06,0.11,279.8
A04_t0_11_a,A04,t0,0,11,12,13,0.04,0.07,0.12,243.8
A04_t0_11_b,A04,t0,0,11,12,13,0.03,0.06,0.11,287.5
A04_t0_12_a,A04,t0,0,11,12,12,0.03,0.07,0.06,258.5
A04_t0_12_b,A04,t0,0,12,12,13,0.05,0.05,0.09,193.1
A04_t0_2_a,A04,t0,0,11,12,13,0.04,0.07,0.12,319.5
A04_t0_2_b,A04,t0,0,11,12,12,0.05,0.08,0.08,254.5
A04_t0_3_a,A04,t0,0,11,12,13,0.04,0.08,0.13,307.8
A04_t0_3_b,A04,t0,0,10,11,12,0.04,0.06,0.09,291.1
A04_t0_4_a,A04,t0,0,10,11,12,0.22,0.14,0.17,245.3
A04_t0_4_b,A04,t0,0,11,12,13,0.03,0.07,0.11,267.3
A04_t0_5_a,A04,t0,0,11,11,12,0.05,0.05,0.09,257.9
A04_t0_5_b,A04,t0,0,11,12,12,0.05,0.09,0.08,309.9
A04_t0_6_b,A04,t0,0,11,11,12,0.05,0.05,0.08,279.9
A04_t0_7_b,A04,t0,0,11,12,12,0.04,0.08,0.08,246.5
A04_t0_8_a,A04,t0,0,11,11,12,0.05,0.04,0.08,285.4
A04_t0_8_b,A04,t0,0,10,11,12,0.14,0.12,0.14,271
A04_t0_9_a,A04,t0,0,11,11,12,0.05,0.04,0.09,282.9
A04_t0_9_b,A04,t0,0,11,12,13,0.04,0.08,0.13,323.2
A04_t5_1_a_24,A04,t5,24,11,12,13,0.05,0.07,0.12,267
A04_t5_1_a_72,A04,t5,72,10,11,12,0.03,0.07,0.12,322.5
A04_t5_1_b_24,A04,t5,24,10,11,12,0.03,0.05,0.09,212.5
A04_t5_1_b_72,A04,t5,72,11,11,12,0.04,0.04,0.09,340.5
A04_t5_10_a_24,A04,t5,24,13,13,14,0.04,0.03,0.08,262.1
A04_t5_10_a_72,A04,t5,72,11,12,13,0.03,0.06,0.11,266.4
A04_t5_10_b_24,A04,t5,24,12,12,13,0.04,0.04,0.08,178.2
A04_t5_10_b_72,A04,t5,72,11,12,13,0.03,0.06,0.11,273.7
A04_t5_11_a_24,A04,t5,24,11,12,13,0.03,0.05,0.09,274.4
A04_t5_11_a_72,A04,t5,72,10,11,11,0.04,0.07,0.07,307.7
A04_t5_11_b_24,A04,t5,24,12,12,13,0.05,0.05,0.09,221.8
A04_t5_11_b_72,A04,t5,72,10,11,12,0.03,0.05,0.09,328.2
A04_t5_12_a_24,A04,t5,24,12,12,13,0.05,0.05,0.08,218.4
A04_t5_12_a_72,A04,t5,72,11,12,12,0.03,0.07,0.06,295
A04_t5_12_b_24,A04,t5,24,13,14,15,0.02,0.06,0.1,208.5
A04_t5_12_b_72,A04,t5,72,11,12,13,0.03,0.06,0.11,249.1
A04_t5_2_a_24,A04,t5,24,11,11,12,0.05,0.05,0.08,219.9
A04_t5_2_a_72,A04,t5,72,11,12,12,0.04,0.07,0.07,226.4
A04_t5_2_b_24,A04,t5,24,11,11,12,0.04,0.04,0.08,240.6
A04_t5_2_b_72,A04,t5,72,12,13,13,0.03,0.07,0.07,274.6
A04_t5_3_a_24,A04,t5,24,12,12,13,0.05,0.04,0.08,212
A04_t5_3_a_72,A04,t5,72,11,12,12,0.04,0.08,0.07,249.9
A04_t5_3_b_24,A04,t5,24,12,12,13,0.04,0.04,0.09,247.4
A04_t5_3_b_72,A04,t5,72,11,12,13,0.02,0.05,0.1,225.9
A04_t5_4_a_24,A04,t5,24,12,12,14,0.03,0.03,0.12,281.1
A04_t5_4_a_72,A04,t5,72,11,12,12,0.03,0.06,0.06,279.2
A04_t5_4_b_72,A04,t5,24,11,12,13,0.03,0.06,0.11,263.8
A04_t5_5_a_24,A04,t5,72,11,12,13,0.1,0.09,0.12,248.5
A04_t5_5_a_72,A04,t5,24,11,12,12,0.03,0.07,0.07,303.4
A04_t5_5_b_72,A04,t5,72,11,11,13,0.07,0.07,0.15,143.7
A04_t5_6_a_24,A04,t5,24,10,12,12,0.4,0.15,0.14,277.6
A04_t5_6_a_72,A04,t5,72,6,8,11,0.12,0.23,0.3,137
A04_t5_6_b_24,A04,t5,24,11,12,13,0.04,0.06,0.11,239.9
A04_t5_6_b_72,A04,t5,72,8,11,12,0.14,0.22,0.21,140.1
A04_t5_7_a_24,A04,t5,24,10,11,12,0.04,0.06,0.1,247.6
A04_t5_7_a_72,A04,t5,72,11,12,12,0.03,0.07,0.07,217.8
A04_t5_7_b_24,A04,t5,24,10,11,12,0.02,0.06,0.11,257.8
A04_t5_7_b_72,A04,t5,72,12,12,13,0.05,0.05,0.1,231.5
A04_t5_8_a_24,A04,t5,24,12,13,14,0.05,0.07,0.12,197
A04_t5_8_a_72,A04,t5,72,11,11,12,0.05,0.04,0.08,257.5
A04_t5_8_b_24,A04,t5,24,12,13,14,0.03,0.06,0.11,185.4
A04_t5_8_b_72,A04,t5,72,11,12,13,0.02,0.05,0.1,250.7
A04_t5_9_a_24,A04,t5,24,12,13,13,0.04,0.07,0.07,192
A04_t5_9_a_72,A04,t5,72,13,14,15,0.05,0.04,0.08,147.5
A04_t5_9_b_24,A04,t5,24,12,13,13,0.03,0.06,0.06,171.7
A04_t5_9_b_72,A04,t5,72,15,18,19,0.05,0.13,0.16,92.3
A08_t0_1_a,A08,t0,0,10,11,11,0.06,0.1,0.1,261.6
A08_t0_1_b,A08,t0,0,10,11,12,0.03,0.07,0.13,331.3
A08_t0_10_a,A08,t0,0,11,11,12,0.08,0.07,0.1,220.5
A08_t0_10_b,A08,t0,0,10,11,12,0.25,0.14,0.15,210.2
A08_t0_11_a,A08,t0,0,10,11,11,0.04,0.09,0.08,284.3
A08_t0_11_b,A08,t0,0,10,10,11,0.06,0.05,0.09,258.7
A08_t0_12_a,A08,t0,0,11,11,12,0.05,0.05,0.1,262
A08_t0_12_b,A08,t0,0,10,11,12,0.09,0.11,0.16,209.3
A08_t0_2_a,A08,t0,0,9,10,11,0.52,0.28,0.23,249.8
A08_t0_2_b,A08,t0,0,10,11,12,0.29,0.17,0.17,258.3
A08_t0_3_a,A08,t0,0,7,10,11,0.16,0.21,0.19,232.7
A08_t0_3_b,A08,t0,0,10,11,12,0.12,0.09,0.11,222.9
A08_t0_4_a,A08,t0,0,10,11,12,0.03,0.07,0.12,287.8
A08_t0_4_b,A08,t0,0,10,11,12,0.12,0.1,0.14,302.2
A08_t0_5_a,A08,t0,0,10,11,12,0.04,0.08,0.13,221.1
A08_t0_5_b,A08,t0,0,11,11,12,0.05,0.05,0.09,324.7
A08_t0_6_a,A08,t0,0,11,11,12,0.05,0.04,0.09,293.5
A08_t0_6_b,A08,t0,0,10,11,11,0.09,0.11,0.1,262.1
A08_t0_7_a,A08,t0,0,10,10,11,0.18,0.16,0.16,268.5
A08_t0_7_b,A08,t0,0,11,11,12,0.06,0.05,0.1,300.8
A08_t0_8_a,A08,t0,0,10,11,11,0.03,0.07,0.07,312.1
A08_t0_8_b,A08,t0,0,11,11,12,0.06,0.06,0.11,296.7
A08_t0_9_a,A08,t0,0,10,11,12,0.02,0.06,0.11,329
A08_t0_9_b,A08,t0,0,10,11,12,0.03,0.06,0.12,313.3
A08_t5_1_a_24,A08,t5,24,10,11,12,0.03,0.05,0.09,327.2
A08_t5_1_a_72,A08,t5,72,10,10,11,0.07,0.06,0.11,287.4
A08_t5_1_b_24,A08,t5,24,10,11,12,0.25,0.15,0.17,288.6
A08_t5_1_b_72,A08,t5,72,10,10,11,0.05,0.05,0.09,316.6
A08_t5_10_a_24,A08,t5,24,10,11,11,0.08,0.1,0.09,298.8
A08_t5_10_a_72,A08,t5,72,9,10,11,0.67,0.34,0.25,274.8
A08_t5_10_b_24,A08,t5,24,10,10,11,0.04,0.04,0.08,316.7
A08_t5_10_b_72,A08,t5,72,10,11,12,0.35,0.2,0.21,279.7
A08_t5_11_a_24,A08,t5,24,10,11,12,0.4,0.22,0.2,292.8
A08_t5_11_a_72,A08,t5,72,11,11,12,0.04,0.04,0.09,335.2
A08_t5_11_b_24,A08,t5,24,10,11,12,0.05,0.06,0.1,262.4
A08_t5_11_b_72,A08,t5,72,11,12,13,0.03,0.07,0.12,325.3
A08_t5_12_a_24,A08,t5,24,10,11,12,0.08,0.08,0.11,280.4
A08_t5_12_a_72,A08,t5,72,10,11,12,0.21,0.12,0.14,285.2
A08_t5_12_b_24,A08,t5,24,9,10,11,0.42,0.22,0.18,229.5
A08_t5_12_b_72,A08,t5,72,11,12,12,0.05,0.09,0.08,252
A08_t5_2_a_24,A08,t5,24,11,12,12,0.04,0.08,0.07,329.8
A08_t5_2_a_72,A08,t5,72,11,12,12,0.03,0.08,0.07,300.9
A08_t5_2_b_24,A08,t5,24,10,11,12,0.03,0.07,0.12,302.5
A08_t5_2_b_72,A08,t5,72,11,12,13,0.03,0.06,0.12,308.3
A08_t5_3_a_24,A08,t5,24,11,11,12,0.04,0.04,0.08,324.8
A08_t5_3_a_72,A08,t5,72,10,11,12,0.03,0.05,0.11,333.1
A08_t5_3_b_24,A08,t5,24,10,11,12,0.04,0.08,0.13,312.5
A08_t5_3_b_72,A08,t5,72,10,10,11,0.06,0.06,0.09,292.5
A08_t5_4_a_24,A08,t5,24,11,12,12,0.04,0.08,0.08,312.1
A08_t5_4_a_72,A08,t5,72,10,11,12,0.02,0.05,0.1,321.2
A08_t5_4_b_24,A08,t5,24,10,11,12,0.48,0.26,0.2,197.9
A08_t5_4_b_72,A08,t5,72,10,11,11,0.11,0.11,0.1,292.3
A08_t5_5_a_24,A08,t5,24,10,11,12,0.05,0.05,0.09,263.2
A08_t5_5_a_72,A08,t5,72,11,11,12,0.05,0.04,0.09,278.6
A08_t5_5_b_24,A08,t5,24,11,11,12,0.06,0.06,0.11,270.7
A08_t5_5_b_72,A08,t5,72,11,11,12,0.05,0.05,0.09,263.3
A08_t5_6_a_24,A08,t5,24,9,10,10,0.22,0.14,0.13,287.1
A08_t5_6_a_72,A08,t5,72,9,10,11,0.09,0.08,0.13,289.8
A08_t5_6_b_24,A08,t5,24,10,10,11,0.27,0.19,0.18,273.1
A08_t5_6_b_72,A08,t5,72,9,10,11,0.46,0.22,0.21,292.4
A08_t5_7_a_24,A08,t5,24,11,12,13,0.03,0.07,0.12,308.1
A08_t5_7_a_72,A08,t5,72,9,10,10,0.26,0.19,0.18,264.9
A08_t5_7_b_24,A08,t5,24,10,10,11,0.05,0.05,0.08,313.6
A08_t5_7_b_72,A08,t5,72,8,9,10,0.55,0.26,0.21,280.9
A08_t5_8_a_24,A08,t5,24,10,10,11,0.19,0.18,0.15,247.4
A08_t5_8_a_72,A08,t5,72,12,13,13,0.06,0.08,0.08,181.9
A08_t5_8_b_24,A08,t5,24,10,10,11,0.06,0.06,0.09,304.9
A08_t5_8_b_72,A08,t5,72,12,13,13,0.17,0.14,0.14,170.6
A08_t5_9_a_24,A08,t5,24,11,11,12,0.04,0.04,0.08,319
A08_t5_9_a_72,A08,t5,72,10,11,12,0.11,0.12,0.18,199.6
A08_t5_9_b_24,A08,t5,24,10,11,12,0.39,0.19,0.18,256.1
A08_t5_9_b_72,A08,t5,72,10,10,12,0.21,0.16,0.2,279.6
A17_t0_10_a_72,A17,t0,0,6,10,11,0.26,0.28,0.25,131.4
A17_t0_10_b_72,A17,t0,0,6,10,11,0.3,0.29,0.26,128.1
A17_t0_11_a_72,A17,t0,0,9,11,12,0.36,0.2,0.2,201.6
A17_t0_11_b_72,A17,t0,0,9,11,12,0.46,0.22,0.22,191.3
A17_t0_12_a_72,A17,t0,0,7,10,11,0.39,0.28,0.23,150.1
A17_t0_12_b_72,A17,t0,0,7,10,11,0.35,0.25,0.24,131.9
A17_t0_2_a_72,A17,t0,0,9,12,13,0.19,0.18,0.19,139.4
A17_t0_3_a_72,A17,t0,0,9,11,13,0.16,0.19,0.19,150.7
A17_t0_3_b_72,A17,t0,0,10,11,12,0.38,0.23,0.22,145.4
A17_t0_4_a_72,A17,t0,0,10,11,12,0.33,0.21,0.16,152.7
A17_t0_5a_72,A17,t0,0,10,12,13,0.31,0.17,0.2,135.4
A17_t0_7_a_72,A17,t0,0,9,10,11,0.48,0.28,0.21,174.3
A17_t0_7_b_72,A17,t0,0,7,10,11,0.38,0.23,0.25,177.3
A17_t0_8_a_72,A17,t0,0,6,10,12,0.6,0.47,0.35,106.5
A17_t0_8_b_72,A17,t0,0,6,10,12,0.52,0.43,0.35,87.2
A17_t0_9_a_72,A17,t0,0,7,10,11,0.15,0.21,0.19,138.6
A17_t0_9_b_72,A17,t0,0,8,10,11,0.24,0.19,0.19,222
A17_t5_10_a_72,A17,t5,72,2,10,12,0.97,0.46,0.4,61.5
A17_t5_10_b_72,A17,t5,72,4,11,12,0.68,0.35,0.32,176.2
A17_t5_11_a_72,A17,t5,72,9,10,11,0.49,0.27,0.23,193.4
A17_t5_11_b_72,A17,t5,72,8,9,10,0.56,0.32,0.22,208.2
A17_t5_12_a_72,A17,t5,72,8,11,12,0.44,0.25,0.23,112.3
A17_t5_12_b_72,A17,t5,72,11,12,14,0.06,0.1,0.2,105.5
A17_t5_1_a_72,A17,t5,72,10,11,13,0.74,0.41,0.29,94
A17_t5_1_b_72,A17,t5,72,10,12,13,0.7,0.29,0.3,165.8
A17_t5_2_a_72,A17,t5,72,8,11,12,0.12,0.2,0.21,89.4
A17_t5_2_b_72,A17,t5,72,8,11,12,0.17,0.22,0.21,115.7
A17_t5_3_a_72,A17,t5,72,7,11,12,0.18,0.22,0.21,163.4
A17_t5_3_b_72,A17,t5,72,7,11,12,0.25,0.25,0.25,113.2
A17_t5_4_a_72,A17,t5,72,9,11,12,0.49,0.28,0.23,150
A17_t5_4_b_72,A17,t5,72,7,11,13,0.36,0.31,0.26,90.1
A17_t5_5a_72,A17,t5,72,8,11,12,0.39,0.24,0.23,97.5
A17_t5_5_b_72,A17,t5,72,10,11,12,0.45,0.26,0.23,134.8
A17_t5_6_a_72,A17,t5,72,9,11,12,0.65,0.25,0.24,144.8
A17_t5_6_b_72,A17,t5,72,8,10,11,0.66,0.3,0.27,169.3
A17_t5_7_a_72,A17,t5,72,8,10,11,0.54,0.29,0.23,171.2
