,Name,strain,replicate,time,bioreplicate,drug,person,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
A0320M,A3_t0_M_2_b_FLC,A03,2,0,two,FLC,M,6,14,17,0.3,0.52,0.41,70.2
A0330M,A3_t0_M_3_a_FLC,A03,3,0,two,FLC,M,7,11,17,0.54,0.4,0.46,78.6
A0330M,A3_t0_M_3_b_FLC,A03,3,0,two,FLC,M,8,13,17,0.21,0.35,0.35,91.7
A0340M,A3_t0_M_4_a_FLC,A03,4,0,two,FLC,M,6,12,17,0.27,0.41,0.4,73.3
A0340M,A3_t0_M_4_b_FLC,A03,4,0,two,FLC,M,7,12,17,0.19,0.38,0.39,72.6
A0350M,A3_t0_M_5_a_FLC,A03,5,0,two,FLC,M,7,13,17,0.32,0.42,0.38,83.4
A0350M,A3_t0_M_5_b_FLC,A03,5,0,two,FLC,M,7,14,17,0.21,0.42,0.36,80
A0360M,A3_t0_M_6_a_FLC,A03,6,0,two,FLC,M,8,14,17,0.16,0.39,0.34,90
A0360M,A3_t0_M_6_b_FLC,A03,6,0,two,FLC,M,8,13,17,0.26,0.34,0.35,85.6
A0370M,A3_t0_M_7_a_FLC,A03,7,0,two,FLC,M,7,11,17,0.35,0.35,0.43,76.8
A0370M,A3_t0_M_7_b_FLC,A03,7,0,two,FLC,M,8,12,18,0.18,0.3,0.37,88.3
A0380M,A3_t0_M_8_a_FLC,A03,8,0,two,FLC,M,7,12,17,0.26,0.4,0.41,80.5
A0380M,A3_t0_M_8_b_FLC,A03,8,0,two,FLC,M,8,14,17,0.18,0.37,0.33,89.2
A0390M,A3_t0_M_9_a_FLC,A03,9,0,two,FLC,M,7,12,16,0.21,0.37,0.39,75.2
A0390M,A3_t0_M_9_b_FLC,A03,9,0,two,FLC,M,6,13,18,0.38,0.46,0.42,63.5
A0310Q,A3_t0_Q_1_a_FLC,A03,1,0,three,FLC,Q,7,12,17,0.24,0.38,0.38,77.3
A0310Q,A3_t0_Q_1_b_FLC,A03,1,0,three,FLC,Q,7,13,17,0.28,0.45,0.39,69
A03100Q,A3_t0_Q_10_a_FLC,A03,10,0,three,FLC,Q,7,11,18,0.23,0.33,0.41,78.7
A03100Q,A3_t0_Q_10_b_FLC,A03,10,0,three,FLC,Q,6,13,18,0.29,0.48,0.42,68
A03110Q,A3_t0_Q_11_a_FLC,A03,11,0,three,FLC,Q,7,13,17,0.2,0.37,0.36,87.5
A03110Q,A3_t0_Q_11_b_FLC,A03,11,0,three,FLC,Q,7,13,18,0.22,0.38,0.38,84.6
A03120Q,A3_t0_Q_12_a_FLC,A03,12,0,three,FLC,Q,6,12,17,0.34,0.47,0.42,67.1
A03120Q,A3_t0_Q_12_b_FLC,A03,12,0,three,FLC,Q,6,14,17,0.28,0.45,0.38,76.6
A0320Q,A3_t0_Q_2_a_FLC,A03,2,0,three,FLC,Q,6,10,16,0.31,0.34,0.43,85.3
A0320Q,A3_t0_Q_2_b_FLC,A03,2,0,three,FLC,Q,6,10,17,0.39,0.36,0.48,73.9
A0330Q,A3_t0_Q_3_a_FLC,A03,3,0,three,FLC,Q,5,9,15,0.66,0.44,0.49,70.3
A0330Q,A3_t0_Q_3_b_FLC,A03,3,0,three,FLC,Q,6,10,16,0.45,0.42,0.46,72.9
A0340Q,A3_t0_Q_4_a_FLC,A03,4,0,three,FLC,Q,6,12,16,0.25,0.43,0.39,75.4
A0340Q,A3_t0_Q_4_b_FLC,A03,4,0,three,FLC,Q,6,13,18,0.34,0.47,0.42,73.1
A0350Q,A3_t0_Q_5_a_FLC,A03,5,0,three,FLC,Q,5,10,17,0.29,0.41,0.46,59.6
A0350Q,A3_t0_Q_5_b_FLC,A03,5,0,three,FLC,Q,4,11,17,0.6,0.54,0.49,65.7
A0360Q,A3_t0_Q_6_a_FLC,A03,6,0,three,FLC,Q,3,9,17,0.65,0.57,0.54,51.1
A0360Q,A3_t0_Q_6_b_FLC,A03,6,0,three,FLC,Q,2,12,17,1,0.8,0.57,42
A0370Q,A3_t0_Q_7_a_FLC,A03,7,0,three,FLC,Q,8,12,18,0.42,0.35,0.44,76.5
A0370Q,A3_t0_Q_7_b_FLC,A03,7,0,three,FLC,Q,6,10,17,0.29,0.39,0.46,64.7
A0380Q,A3_t0_Q_8_a_FLC,A03,8,0,three,FLC,Q,8,12,17,0.24,0.33,0.37,94.9
A0380Q,A3_t0_Q_8_b_FLC,A03,8,0,three,FLC,Q,7,11,17,0.26,0.35,0.4,69
A0390Q,A3_t0_Q_9_a_FLC,A03,9,0,three,FLC,Q,5,9,16,0.31,0.37,0.47,68.4
A0390Q,A3_t0_Q_9_b_FLC,A03,9,0,three,FLC,Q,6,12,17,0.33,0.42,0.41,79.9
A0375M,A3_t5_M_7_a_FLC,A03,7,5,one,FLC,M,1,12,22,NA,0.81,0.63,13.5
A0375M,A3_t5_M_7_b_FLC,A03,7,5,one,FLC,M,0,16,19,NA,0.84,0.69,19.2
A03115Q,A3_t5_Q_11_a_FLC,A03,11,5,three,FLC,Q,0,0,8,NA,NA,0.76,20.7
A03115Q,A3_t5_Q_11_b_FLC,A03,11,5,three,FLC,Q,0,3,9,NA,0.76,0.65,42.4
A0325Q,A3_t5_Q_2_a_FLC,A03,2,5,three,FLC,Q,0,0,21,NA,NA,0.78,7.7
A0325Q,A3_t5_Q_2_b_FLC,A03,2,5,three,FLC,Q,1,1,1,NA,NA,NA,2.2
A0335Q,A3_t5_Q_3_a_FLC,A03,3,5,three,FLC,Q,0,0,19,NA,NA,0.8,10.8
A0335Q,A3_t5_Q_3_b_FLC,A03,3,5,three,FLC,Q,0,0,19,NA,NA,0.74,30.1
A0365Q,A3_t5_Q_6_a_FLC,A03,6,5,three,FLC,Q,0,1,24,NA,NA,0.72,7.3
A0365Q,A3_t5_Q_6_b_FLC,A03,6,5,three,FLC,Q,0,17,23,NA,0.92,0.63,12.9
A0375Q,A3_t5_Q_7_a_FLC,A03,7,5,three,FLC,Q,0,1,19,NA,NA,0.68,33.1
A0375Q,A3_t5_Q_7_b_FLC,A03,7,5,three,FLC,Q,0,13,21,NA,0.86,0.62,30.3
A0385Q,A3_t5_Q_8_a_FLC,A03,8,5,three,FLC,Q,0,0,22,NA,NA,0.7,19.4
A0385Q,A3_t5_Q_8_b_FLC,A03,8,5,three,FLC,Q,0,0,22,NA,NA,0.66,14
A0395Q,A3_t5_Q_9_a_FLC,A03,9,5,two,FLC,Q,0,18,21,NA,0.78,0.54,63.8
A0395Q,A3_t5_Q_9_b_FLC,A03,9,5,two,FLC,Q,0,0,21,NA,NA,0.67,63.1
A0410M,A4_t0_M_1_a_FLC,A04,1,0,three,FLC,M,12,15,16,0.09,0.14,0.15,176.1
A0410M,A4_t0_M_1_b_FLC,A04,1,0,three,FLC,M,13,14,16,0.59,0.35,0.23,202.2
A04100M,A4_t0_M_10_a_FLC,A04,10,0,three,FLC,M,12,14,15,0.27,0.18,0.18,178
A04100M,A4_t0_M_10_b_FLC,A04,10,0,three,FLC,M,11,14,15,0.08,0.16,0.16,196.3
A04110M,A4_t0_M_11_a_FLC,A04,11,0,three,FLC,M,13,15,16,0.13,0.11,0.12,116
A04110M,A4_t0_M_11_b_FLC,A04,11,0,three,FLC,M,12,15,16,0.09,0.15,0.16,163.2
A04120M,A4_t0_M_12_a_FLC,A04,12,0,three,FLC,M,14,16,17,0.11,0.12,0.14,177.9
A04120M,A4_t0_M_12_b_FLC,A04,12,0,three,FLC,M,13,15,17,0.08,0.12,0.16,112.5
A0420M,A4_t0_M_2_a_FLC,A04,2,0,three,FLC,M,12,14,15,0.3,0.16,0.17,193.5
A0420M,A4_t0_M_2_b_FLC,A04,2,0,three,FLC,M,13,14,16,0.22,0.16,0.19,193.1
A0430M,A4_t0_M_3_a_FLC,A04,3,0,three,FLC,M,11,14,15,0.17,0.18,0.19,186.5
A0430M,A4_t0_M_3_b_FLC,A04,3,0,three,FLC,M,11,13,15,0.29,0.2,0.21,187.4
A0440M,A4_t0_M_4_a_FLC,A04,4,0,three,FLC,M,12,13,15,0.29,0.21,0.22,195.3
A0440M,A4_t0_M_4_b_FLC,A04,4,0,three,FLC,M,12,14,15,0.16,0.15,0.15,183.6
A0450M,A4_t0_M_5_a_FLC,A04,5,0,three,FLC,M,11,14,15,0.1,0.16,0.16,172.8
A0450M,A4_t0_M_5_b_FLC,A04,5,0,three,FLC,M,12,13,15,0.35,0.23,0.22,194.8
A0460M,A4_t0_M_6_a_FLC,A04,6,0,three,FLC,M,11,13,14,0.15,0.15,0.17,171.4
A0460M,A4_t0_M_6_b_FLC,A04,6,0,three,FLC,M,11,13,15,0.08,0.14,0.17,186.8
A0470M,A4_t0_M_7_a_FLC,A04,7,0,three,FLC,M,12,14,16,0.07,0.11,0.15,207.2
A0470M,A4_t0_M_7_b_FLC,A04,7,0,three,FLC,M,13,14,15,0.13,0.11,0.13,116.2
A0480M,A4_t0_M_8_a_FLC,A04,8,0,three,FLC,M,12,13,14,0.16,0.14,0.15,177.8
A0480M,A4_t0_M_8_b_FLC,A04,8,0,three,FLC,M,11,13,15,0.14,0.17,0.18,114.9
A0490M,A4_t0_M_9_a_FLC,A04,9,0,three,FLC,M,12,13,15,0.32,0.22,0.23,161.5
A0490M,A4_t0_M_9_b_FLC,A04,9,0,three,FLC,M,12,14,16,0.21,0.18,0.22,156.6
A04105M,A4_t5_M_10_a_FLC,A04,10,5,one,FLC,M,0,5,20,NA,0.96,0.72,26.4
A04105M,A4_t5_M_10_b_FLC,A04,10,5,one,FLC,M,0,11,20,NA,0.88,0.63,29.7
A0425M,A4_t5_M_2_a_FLC,A04,2,5,two,FLC,M,0,1,1,NA,,,21.7
A0425M,A4_t5_M_2_b_FLC,A04,2,5,two,FLC,M,0,1,1,NA,,,23.3
A0435M,A4_t5_M_3_a_FLC,A04,3,5,one,FLC,M,0,15,24,NA,0.86,0.67,24.8
A0435M,A4_t5_M_3_b_FLC,A04,3,5,one,FLC,M,0,12,22,NA,0.9,0.66,21.3
A0455M,A4_t5_M_5_a_FLC,A04,5,5,one,FLC,M,0,6,22,NA,0.93,0.66,14.9
A0455M,A4_t5_M_5_b_FLC,A04,5,5,one,FLC,M,2,17,21,0.82,0.63,0.47,34.6
A0465M,A4_t5_M_6_a_FLC,A04,6,5,three,FLC,M,0,14,23,NA,0.59,0.55,40.8
A0465M,A4_t5_M_6_b_FLC,A04,6,5,three,FLC,M,2,12,20,0.82,0.64,0.56,43.8
A0475M,A4_t5_M_7_a_FLC,A04,7,5,three,FLC,M,3,11,21,0.6,0.6,0.55,31.4
A0475M,A4_t5_M_7_b_FLC,A04,7,5,three,FLC,M,1,10,20,NA,0.71,0.59,25.3
A0485M,A4_t5_M_8_a_FLC,A04,8,5,two,FLC,M,0,13,19,NA,0.79,0.57,36.9
A0485M,A4_t5_M_8_b_FLC,A04,8,5,two,FLC,M,0,15,20,NA,0.58,0.48,62.8
A0810M,A8_t0_M_1_a_FLC,A08,1,0,three,FLC,M,12,13,14,0.11,0.11,0.15,216.7
A0810M,A8_t0_M_1_b_FLC,A08,1,0,three,FLC,M,12,13,14,0.11,0.1,0.11,207
A08100M,A8_t0_M_10_a_FLC,A08,10,0,three,FLC,M,11,12,13,0.22,0.14,0.16,217.7
A08100M,A8_t0_M_10_b_FLC,A08,10,0,three,FLC,M,11,12,13,0.38,0.21,0.2,184.7
A08110M,A8_t0_M_11_a_FLC,A08,11,0,three,FLC,M,10,11,12,0.58,0.31,0.24,207.7
A08110M,A8_t0_M_11_b_FLC,A08,11,0,three,FLC,M,9,11,12,0.56,0.25,0.24,193
A08120M,A8_t0_M_12_a_FLC,A08,12,0,three,FLC,M,13,14,16,0.15,0.13,0.17,181
A08120M,A8_t0_M_12_b_FLC,A08,12,0,three,FLC,M,11,12,13,0.31,0.17,0.15,175.2
A0820M,A8_t0_M_2_b_FLC,A08,2,0,three,FLC,M,12,13,14,0.11,0.1,0.13,128.1
A0830M,A8_t0_M_3_a_FLC,A08,3,0,three,FLC,M,12,13,14,0.18,0.14,0.15,186.9
A0830M,A8_t0_M_3_b_FLC,A08,3,0,three,FLC,M,11,13,14,0.21,0.15,0.17,195.4
A0840M,A8_t0_M_4_a_FLC,A08,4,0,three,FLC,M,11,12,14,0.13,0.1,0.16,219.9
A0840M,A8_t0_M_4_b_FLC,A08,4,0,three,FLC,M,10,12,13,0.31,0.18,0.2,194.1
A0850M,A8_t0_M_5_a_FLC,A08,5,0,three,FLC,M,12,13,15,0.29,0.19,0.19,197.9
A0850M,A8_t0_M_5_b_FLC,A08,5,0,three,FLC,M,12,14,15,0.35,0.2,0.2,174.1
A0860M,A8_t0_M_6_a_FLC,A08,6,0,three,FLC,M,8,10,11,0.51,0.27,0.24,178.6
A0860M,A8_t0_M_6_b_FLC,A08,6,0,three,FLC,M,8,10,11,0.57,0.29,0.27,164
A0870M,A8_t0_M_7_a_FLC,A08,7,0,three,FLC,M,11,12,13,0.53,0.28,0.21,218.5
A0870M,A8_t0_M_7_b_FLC,A08,7,0,three,FLC,M,11,12,14,0.42,0.22,0.2,199.7
A0880M,A8_t0_M_8_a_FLC,A08,8,0,three,FLC,M,10,11,12,0.42,0.23,0.19,214.8
A0880M,A8_t0_M_8_b_FLC,A08,8,0,three,FLC,M,10,12,13,0.42,0.19,0.19,211.4
A0890M,A8_t0_M_9_a_FLC,A08,9,0,three,FLC,M,11,12,14,0.28,0.19,0.19,208.3
A0890M,A8_t0_M_9_b_FLC,A08,9,0,three,FLC,M,12,13,14,0.12,0.11,0.14,207.6
A08105M,A8_t5_M_10_a_FLC,A08,10,5,one,FLC,M,0,0,17,NA,NA,0.86,11.5
A08105M,A8_t5_M_10_b_FLC,A08,10,5,one,FLC,M,0,0,17,NA,,0.86,10.5
A1710M,A17_M_t0_1_a,A17,1,0,one,CTR,M,3,10,12,0.45,0.52,0.39,59
A1710M,A17_M_t0_1_b,A17,1,0,one,CTR,M,4,10,12,0.31,0.47,0.37,69
A17100M,A17_M_t0_10_a,A17,10,0,one,CTR,M,4,10,11,0.14,0.44,0.35,72.7
A17100M,A17_M_t0_10_b,A17,10,0,one,CTR,M,3,9,11,0.38,0.61,0.48,50.8
A17110M,A17_M_t0_11_a,A17,11,0,one,CTR,M,9,11,12,0.31,0.2,0.2,209
A17110M,A17_M_t0_11_b,A17,11,0,one,CTR,M,9,11,12,0.45,0.23,0.25,213.2
A17120M,A17_M_t0_12_a,A17,12,0,one,CTR,M,4,9,11,0.23,0.47,0.39,70.7
A17120M,A17_M_t0_12_b,A17,12,0,one,CTR,M,3,10,11,0.39,0.47,0.4,59.1
A1730M,A17_M_t0_3_a,A17,3,0,one,CTR,M,5,10,11,0.43,0.41,0.33,121.1
A1730M,A17_M_t0_3_b,A17,3,0,one,CTR,M,4,8,10,0.53,0.52,0.41,95.3
A1740M,A17_M_t0_4_a,A17,4,0,one,CTR,M,4,10,12,0.46,0.54,0.41,62.8
A1740M,A17_M_t0_4_b,A17,4,0,one,CTR,M,6,11,12,0.26,0.27,0.25,145.9
A1750M,A17_M_t0_5_a,A17,5,0,one,CTR,M,6,11,13,0.15,0.33,0.31,94.7
A1750M,A17_M_t0_5_b,A17,5,0,one,CTR,M,6,11,12,0.32,0.26,0.26,92.8
A1770M,A17_M_t0_7_a,A17,7,0,one,CTR,M,6,11,13,0.13,0.35,0.29,101.3
A1770M,A17_M_t0_7_b,A17,7,0,one,CTR,M,5,11,12,0.27,0.33,0.3,123
A1790M,A17_M_t0_9_a,A17,9,0,one,CTR,M,3,9,11,0.22,0.52,0.4,69.9
A1790M,A17_M_t0_9_b,A17,9,0,one,CTR,M,5,10,11,0.34,0.32,0.28,96.6
A17105M,A17_M_t5_10_a,A17,10,5,one,CTR,M,3,4,7,0.21,0.23,0.45,69.6
A17105M,A17_M_t5_10_b,A17,10,5,one,CTR,M,4,5,9,0.19,0.2,0.43,76.1
A1735M,A17_M_t5_3_a,A17,3,5,one,CTR,M,4,7,13,0.2,0.34,0.46,56.7
A1735M,A17_M_t5_3_b,A17,3,5,one,CTR,M,5,9,14,0.22,0.37,0.43,59.2
A1745M,A17_M_t5_4_a,A17,4,5,one,CTR,M,11,13,15,0.24,0.18,0.22,236.9
A1745M,A17_M_t5_4_b,A17,4,5,one,CTR,M,11,13,14,0.23,0.17,0.2,150.8
A1755M,A17_M_t5_5_a,A17,5,5,one,CTR,M,4,5,8,0.17,0.18,0.37,90.2
A1755M,A17_M_t5_5_b,A17,5,5,one,CTR,M,4,5,11,0.19,0.24,0.54,65.6
A1765M,A17_M_t5_6_a,A17,6,5,one,CTR,M,4,5,12,0.17,0.2,0.57,51.7
A1765M,A17_M_t5_6_b,A17,6,5,one,CTR,M,4,5,13,0.16,0.18,0.57,58.5
A1775M,A17_M_t5_7_a,A17,7,5,one,CTR,M,3,4,6,0.15,0.17,0.32,86.4
A1775M,A17_M_t5_7_b,A17,7,5,one,CTR,M,4,6,15,0.17,0.27,0.55,45.9
A1785M,A17_M_t5_8_a,A17,8,5,one,CTR,M,4,11,12,0.2,0.49,0.38,76
A1785M,A17_M_t5_8_b,A17,8,5,one,CTR,M,7,12,14,0.17,0.37,0.31,104.4
A1795M,A17_M_t5_9_a,A17,9,5,one,CTR,M,3,4,8,0.22,0.29,0.54,55.9
A1795M,A17_M_t5_9_b,A17,9,5,one,CTR,M,4,5,11,0.23,0.27,0.55,57
A1710Q,A17_Q_t0_1_a,A17,1,0,one,CTR,Q,4,8,10,0.23,0.47,0.39,76.3
A1710Q,A17_Q_t0_1_b,A17,1,0,one,CTR,Q,4,7,10,0.37,0.35,0.42,76.8
A17100Q,A17_Q_t0_10_a,A17,10,0,one,CTR,Q,1,7,9,NA,0.7,0.51,64.1
A17100Q,A17_Q_t0_10_b,A17,10,0,one,CTR,Q,4,9,11,0.26,0.48,0.39,82.6
A17110Q,A17_Q_t0_11_a,A17,11,0,one,CTR,Q,4,6,11,0.23,0.36,0.47,67.8
A17110Q,A17_Q_t0_11_b,A17,11,0,one,CTR,Q,3,9,11,0.52,0.56,0.4,85
A17120Q,A17_Q_t0_12_a,A17,12,0,one,CTR,Q,2,9,10,0.57,0.65,0.48,55.6
A17120Q,A17_Q_t0_12_b,A17,12,0,one,CTR,Q,5,10,12,0.21,0.39,0.32,98.5
A1720Q,A17_Q_t0_2_a,A17,2,0,one,CTR,Q,3,10,11,0.37,0.47,0.37,71.4
A1720Q,A17_Q_t0_2_b,A17,2,0,one,CTR,Q,2,9,11,0.88,0.69,0.51,50.2
A1730Q,A17_Q_t0_3_a,A17,3,0,one,CTR,Q,5,8,12,0.12,0.31,0.36,98.5
A1730Q,A17_Q_t0_3_b,A17,3,0,one,CTR,Q,4,10,11,0.15,0.43,0.34,78.8
A1740Q,A17_Q_t0_4_a,A17,4,0,one,CTR,Q,5,10,11,0.12,0.42,0.34,80.9
A1740Q,A17_Q_t0_4_b,A17,4,0,one,CTR,Q,4,10,11,0.25,0.45,0.37,82.4
A1750Q,A17_Q_t0_5_a,A17,5,0,one,CTR,Q,4,10,11,0.28,0.45,0.35,69.6
A1750Q,A17_Q_t0_5_b,A17,5,0,one,CTR,Q,3,10,11,0.36,0.43,0.37,76.8
A1760Q,A17_Q_t0_6_a,A17,6,0,one,CTR,Q,3,9,10,0.37,0.54,0.39,60.3
A1760Q,A17_Q_t0_6_b,A17,6,0,one,CTR,Q,4,9,11,0.3,0.49,0.37,87.6
A1770Q,A17_Q_t0_7_a,A17,7,0,one,CTR,Q,3,10,11,0.44,0.52,0.41,70.2
A1770Q,A17_Q_t0_7_b,A17,7,0,one,CTR,Q,3,10,11,0.36,0.44,0.36,83.3
A1780Q,A17_Q_t0_8_a,A17,8,0,one,CTR,Q,3,10,11,0.47,0.46,0.38,60.5
A1780Q,A17_Q_t0_8_b,A17,8,0,one,CTR,Q,4,9,10,0.25,0.52,0.4,79.7
A1790Q,A17_Q_t0_9_a,A17,9,0,one,CTR,Q,3,6,11,0.32,0.4,0.46,68.7
A1790Q,A17_Q_t0_9_b,A17,9,0,one,CTR,Q,4,9,11,0.25,0.5,0.39,71.7
A17105Q,A17_Q_t5_10_a,A17,10,5,one,CTR,Q,3,5,12,0.19,0.3,0.51,56.2
A17105Q,A17_Q_t5_10_b,A17,10,5,one,CTR,Q,4,6,12,0.2,0.31,0.47,58.7
A17115Q,A17_Q_t5_11_a,A17,11,5,one,CTR,Q,5,6,12,0.09,0.15,0.46,86.8
A17115Q,A17_Q_t5_11_b,A17,11,5,one,CTR,Q,4,6,12,0.18,0.28,0.45,62.7
A1725Q,A17_Q_t5_2_a,A17,2,5,one,CTR,Q,2,4,11,0.41,0.48,0.64,42.1
A1725Q,A17_Q_t5_2_b,A17,2,5,one,CTR,Q,5,7,12,0.18,0.29,0.41,65.8
A1795Q,A17_Q_t5_9_a,A17,9,5,one,CTR,Q,4,5,13,0.2,0.26,0.57,50.2
A1795Q,A17_Q_t5_9_b,A17,9,5,one,CTR,Q,4,6,13,0.09,0.25,0.5,56.9
A1710M,A17_M_t0_1_a,A17,1,0,one,NYT,M,3,4,4,0.07,0.13,0.11,147.5
A1710M,A17_M_t0_1_b,A17,1,0,one,NYT,M,3,3,4,0.1,0.08,0.19,168.4
A17100M,A17_M_t0_10_a,A17,10,0,one,NYT,M,4,4,4,0.09,0.08,0.07,188.6
A17100M,A17_M_t0_10_b,A17,10,0,one,NYT,M,3,4,4,0.04,0.15,0.13,156
A17110M,A17_M_t0_11_a,A17,11,0,one,NYT,M,4,4,5,0.05,0.05,0.16,203.5
A17110M,A17_M_t0_11_b,A17,11,0,one,NYT,M,4,5,5,0.05,0.1,0.1,204.6
A17120M,A17_M_t0_12_a,A17,12,0,one,NYT,M,4,4,5,0.08,0.07,0.19,148.1
A17120M,A17_M_t0_12_b,A17,12,0,one,NYT,M,3,4,4,0.08,0.15,0.14,202.2
A1730M,A17_M_t0_3_a,A17,3,0,one,NYT,M,4,4,5,0.09,0.08,0.2,169.6
A1730M,A17_M_t0_3_b,A17,3,0,one,NYT,M,3,4,4,0.08,0.16,0.15,188.8
A1740M,A17_M_t0_4_a,A17,4,0,one,NYT,M,4,4,5,0.08,0.07,0.21,172.1
A1740M,A17_M_t0_4_b,A17,4,0,one,NYT,M,3,4,4,0.06,0.13,0.12,149.9
A1750M,A17_M_t0_5_a,A17,5,0,one,NYT,M,4,4,5,0.05,0.05,0.17,187
A1750M,A17_M_t0_5_b,A17,5,0,one,NYT,M,4,5,5,0.05,0.13,0.12,136.5
A1770M,A17_M_t0_7_a,A17,7,0,one,NYT,M,4,4,5,0.06,0.15,0.14,189.8
A1770M,A17_M_t0_7_b,A17,7,0,one,NYT,M,4,5,5,0.08,0.15,0.13,155.6
A1790M,A17_M_t0_9_a,A17,9,0,one,NYT,M,4,4,5,0.07,0.06,0.19,183.3
A1790M,A17_M_t0_9_b,A17,9,0,one,NYT,M,4,5,5,0.06,0.16,0.15,131.7
A17105M,A17_M_t5_10_a,A17,10,5,one,NYT,M,4,4,5,0.08,0.08,0.18,149.9
A17105M,A17_M_t5_10_b,A17,10,5,one,NYT,M,4,4,5,0.07,0.06,0.15,173.7
A1735M,A17_M_t5_3_a,A17,3,5,one,NYT,M,4,4,4,0.08,0.07,0.07,158.3
A1735M,A17_M_t5_3_b,A17,3,5,one,NYT,M,3,4,4,0.05,0.12,0.11,154.9
A1745M,A17_M_t5_4_a,A17,4,5,one,NYT,M,5,5,6,0.1,0.09,0.21,148.9
A1745M,A17_M_t5_4_b,A17,4,5,one,NYT,M,4,5,5,0.07,0.12,0.11,157.1
A1755M,A17_M_t5_5_a,A17,5,5,one,NYT,M,4,4,5,0.08,0.07,0.16,147.8
A1755M,A17_M_t5_5_b,A17,5,5,one,NYT,M,3,4,4,0.07,0.16,0.14,164.4
A1765M,A17_M_t5_6_a,A17,6,5,one,NYT,M,4,5,5,0.04,0.11,0.1,163.1
A1765M,A17_M_t5_6_b,A17,6,5,one,NYT,M,5,5,6,0.06,0.06,0.13,107.3
A1775M,A17_M_t5_7_a,A17,7,5,one,NYT,M,5,5,6,0.05,0.05,0.13,125
A1775M,A17_M_t5_7_b,A17,7,5,one,NYT,M,5,6,6,0.04,0.11,0.1,132.5
A1785M,A17_M_t5_8_a,A17,8,5,one,NYT,M,4,5,5,0.07,0.15,0.14,177.4
A1785M,A17_M_t5_8_b,A17,8,5,one,NYT,M,4,5,5,0.06,0.12,0.11,137.4
A1795M,A17_M_t5_9_a,A17,9,5,one,NYT,M,4,4,5,0.1,0.09,0.18,170.1
A1795M,A17_M_t5_9_b,A17,9,5,one,NYT,M,4,5,5,0.07,0.12,0.11,155.8
A1710Q,A17_Q_t0_1_a,A17,1,0,one,NYT,Q,3,3,4,0.08,0.07,0.22,187.7
A1710Q,A17_Q_t0_1_b,A17,1,0,one,NYT,Q,3,4,4,0.08,0.12,0.11,156.9
A17100Q,A17_Q_t0_10_a,A17,10,0,one,NYT,Q,4,4,5,0.08,0.07,0.19,161
A17100Q,A17_Q_t0_10_b,A17,10,0,one,NYT,Q,4,4,5,0.08,0.07,0.22,131.4
A17110Q,A17_Q_t0_11_a,A17,11,0,one,NYT,Q,4,4,5,0.06,0.06,0.18,169.6
A17110Q,A17_Q_t0_11_b,A17,11,0,one,NYT,Q,5,5,18,0.06,0.06,0.63,43.3
A17120Q,A17_Q_t0_12_a,A17,12,0,one,NYT,Q,4,4,4,0.11,0.1,0.09,169.9
A17120Q,A17_Q_t0_12_b,A17,12,0,one,NYT,Q,4,4,5,0.08,0.07,0.2,170.7
A1720Q,A17_Q_t0_2_a,A17,2,0,one,NYT,Q,3,3,4,0.08,0.07,0.19,141.9
A1720Q,A17_Q_t0_2_b,A17,2,0,one,NYT,Q,3,4,4,0.06,0.16,0.14,199.4
A1730Q,A17_Q_t0_3_a,A17,3,0,one,NYT,Q,3,3,4,0.16,0.15,0.21,197.8
A1730Q,A17_Q_t0_3_b,A17,3,0,one,NYT,Q,3,3,4,0.09,0.08,0.21,174.6
A1740Q,A17_Q_t0_4_a,A17,4,0,one,NYT,Q,4,4,5,0.09,0.08,0.21,158.4
A1740Q,A17_Q_t0_4_b,A17,4,0,one,NYT,Q,4,4,4,0.09,0.08,0.07,175.1
A1750Q,A17_Q_t0_5_a,A17,5,0,one,NYT,Q,4,4,5,0.06,0.06,0.16,169.5
A1750Q,A17_Q_t0_5_b,A17,5,0,one,NYT,Q,4,4,5,0.06,0.06,0.17,169.1
A1760Q,A17_Q_t0_6_a,A17,6,0,one,NYT,Q,4,4,5,0.06,0.06,0.17,158.3
A1760Q,A17_Q_t0_6_b,A17,6,0,one,NYT,Q,4,5,5,0.06,0.13,0.12,161.5
A1770Q,A17_Q_t0_7_a,A17,7,0,one,NYT,Q,3,4,4,0.07,0.19,0.16,145.8
A1770Q,A17_Q_t0_7_b,A17,7,0,one,NYT,Q,4,4,5,0.06,0.06,0.18,174.9
A1780Q,A17_Q_t0_8_a,A17,8,0,one,NYT,Q,4,4,5,0.07,0.06,0.14,187.1
A1780Q,A17_Q_t0_8_b,A17,8,0,one,NYT,Q,4,4,5,0.05,0.15,0.14,180.4
A1790Q,A17_Q_t0_9_a,A17,9,0,one,NYT,Q,4,4,5,0.06,0.06,0.13,154
A1790Q,A17_Q_t0_9_b,A17,9,0,one,NYT,Q,4,4,5,0.06,0.05,0.15,194.8
A17105Q,A17_Q_t5_10_a,A17,10,5,one,NYT,Q,4,4,5,0.08,0.08,0.19,149.3
A17105Q,A17_Q_t5_10_b,A17,10,5,one,NYT,Q,3,4,4,0.6,0.14,0.13,199.4
A17115Q,A17_Q_t5_11_a,A17,11,5,one,NYT,Q,4,4,5,0.07,0.06,0.17,178.6
A17115Q,A17_Q_t5_11_b,A17,11,5,one,NYT,Q,3,4,4,0.05,0.16,0.14,144.6
